date,EUR-OPEN,EUR-HIGH,EUR-LOW,JPY-OPEN,JPY-HIGH,JPY-LOW,USD-OPEN,USD-HIGH,USD-LOW,GBP-OPEN,GBP-HIGH,GBP-LOW,GBP
2019.2.1,1273.26,1285.98,1272.46,10.2171,10.2965,10.2041,1112.4,1120.31,1111.6,1458.24,1468.24,1455.43,1464.17
2019.2.4,1282.04,1286.01,1278.74,10.2187,10.2453,10.1634,1119,1123.39,1118.4,1464.33,1469.34,1459.29,1460.02
2019.2.5,1281.06,1285.53,1273.55,10.1903,10.2202,10.154,1119.86,1122.41,1116.8,1459.72,1464.78,1444.22,1446.19
2019.2.6,1275.59,1279.72,1273.67,10.1634,10.2347,10.1563,1117.57,1122.39,1117.2,1446.59,1455.92,1445.86,1450.93
2019.2.7,1274.19,1279.93,1273.37,10.1978,10.2733,10.1886,1121.8,1127.25,1120.4,1450.61,1462.72,1446.77,1457.13
2019.2.8,1275.6,1279.12,1270.84,10.2428,10.2754,10.2052,1124.81,1127.92,1121.3,1457.19,1460.77,1450.22,1456
2019.2.11,1273.49,1275.64,1268.55,10.2363,10.2537,10.1806,1124.05,1127.78,1122.76,1455.83,1457.02,1446.89,1447.01
2019.2.12,1269.73,1273.54,1265.8,10.2005,10.2126,10.1444,1125.99,1128.17,1120.8,1447.02,1452.09,1442.09,1445.57
2019.2.13,1269.86,1274.41,1266.97,10.1497,10.1737,10.1198,1121.29,1126.2,1119.9,1445.56,1456.54,1444.67,1445.93
2019.2.14,1268.14,1275.58,1265.68,10.1405,10.2082,10.1171,1125.59,1129.58,1123.8,1445.98,1450.36,1440.19,1443.09
2019.2.15,1272.27,1276.95,1266.19,10.1959,10.2513,10.1813,1126.4,1130.87,1125.7,1442.03,1453.46,1441.41,1451.98
2019.2.18,1272.56,1277.36,1271.09,10.2083,10.211,10.1647,1126.44,1127.73,1123.3,1453.43,1458.13,1450.75,1455.76
2019.2.19,1273.51,1278.27,1271.27,10.1794,10.2225,10.1441,1126.1,1129.52,1122.5,1455.27,1469.71,1453.72,1466.98
2019.2.20,1273.62,1277.57,1270.99,10.1507,10.1696,10.1128,1122.92,1125.24,1120.8,1466.92,1470.97,1460.57,1465.86
2019.2.21,1273.4,1279.86,1272.35,10.1319,10.1887,10.1227,1123.22,1127.45,1122,1465.97,1474.34,1463.86,1468.88
2019.2.22,1276.08,1279.08,1270.71,10.1662,10.1897,10.1305,1125.63,1127.7,1121.2,1469.01,1470.81,1457.77,1465.89
2019.2.25,1273.61,1274.95,1264.93,10.1486,10.1585,10.0311,1123.31,1124.31,1115.5,1468.73,1469.9,1456.74,1461.7
2019.2.26,1267.91,1273.27,1267.04,10.0497,10.1151,10.0465,1116.06,1120.22,1114.64,1461.61,1484.73,1460.71,1478.3
2019.2.27,1270.62,1276.45,1269.48,10.0882,10.1509,10.0608,1115.61,1120.91,1114.9,1478.08,1495.29,1477.62,1488.24
2019.2.28,1271.87,1282.99,1270.48,10.0771,10.1723,10.0725,1118.5,1126.77,1117.1,1488.75,1498.62,1487.41,1493.28
2019.3.1,1281.21,1285.32,1277.13,10.1045,10.1126,10.0442,1125.6,1128.22,1124.1,1492.77,1496.8,1484.2,1488.97
2019.3.4,1283.13,1285.16,1274.81,10.0879,10.1049,10.034,1127.66,1128.36,1123.75,1492.52,1496.01,1483.19,1485.63
2019.3.5,1277.29,1281.85,1272.38,10.0806,10.1086,10.0532,1126.46,1129.48,1125.28,1485.68,1489.33,1475.91,1483.6
2019.3.6,1273.07,1278.15,1272.31,10.0622,10.1168,10.0603,1125.81,1130.77,1125.5,1483.37,1488.06,1480.26,1486.08
2019.3.7,1275.85,1279.32,1267.81,10.096,10.1816,10.0899,1128.38,1135.9,1126.8,1486.07,1489.91,1480.07,1484.98
2019.3.8,1270.44,1279.17,1267.19,10.1695,10.2674,10.1508,1134.87,1138.03,1132.16,1485.14,1490.82,1471.16,1476.06
2019.3.11,1274.79,1277.33,1271.87,10.2066,10.2538,10.1694,1134.1,1137.4,1131.1,1476.21,1492.38,1468.94,1488.57
2019.3.12,1273.13,1276.62,1269.81,10.1774,10.1858,10.1214,1131.77,1132.69,1127.4,1488.62,1503.63,1471.01,1475.33
2019.3.13,1273.73,1283.65,1272.67,10.1328,10.2058,10.1262,1128.44,1134.66,1127.5,1475.46,1513.16,1472.8,1507.97
2019.3.14,1280.52,1286.87,1280.07,10.1695,10.1991,10.1412,1130.5,1137.79,1129.9,1507.9,1512.84,1499.07,1504.8
2019.3.15,1284.44,1290.76,1281.99,10.1725,10.2209,10.137,1136.42,1140.31,1132.45,1504.91,1510.73,1500.89,1509.86
2019.3.18,1285.16,1287.86,1282.35,10.188,10.1961,10.1366,1135.05,1137.43,1131,1509.06,1511.92,1492.63,1501.44
2019.3.19,1284.11,1285.99,1281.02,10.1648,10.1962,10.1341,1132.52,1134.3,1128.6,1501.38,1504.91,1496.12,1500.67
2019.3.20,1283.82,1288.33,1280.68,10.1538,10.1835,10.1217,1130.89,1132.9,1123.7,1500.55,1503.2,1484.04,1486.05
2019.3.21,1285.15,1290.17,1281.16,10.1725,10.2348,10.1586,1126.05,1130.87,1124.51,1486.21,1493.17,1470.29,1479.17
2019.3.22,1283.44,1289.86,1280.29,10.1829,10.3727,10.174,1128.41,1138.74,1127.93,1479.31,1505.42,1477.97,1500.97
2019.3.25,1285.73,1286.3,1280.62,10.3419,10.365,10.2802,1135.82,1137.3,1132,1500.52,1503.57,1491.13,1495.88
2019.3.26,1281.61,1284.81,1278.81,10.3019,10.3217,10.2453,1132.86,1136.55,1130.9,1495.83,1504.69,1492.39,1500.37
2019.3.27,1279.67,1284.39,1276.15,10.2668,10.3298,10.2583,1135.87,1139.94,1133.85,1500.37,1511.68,1494.76,1502.65
2019.3.28,1281.59,1283.28,1274.65,10.3085,10.3544,10.2607,1139.24,1140.42,1135.5,1502.7,1505.51,1480.75,1482.13
2019.3.29,1274.98,1278.72,1273.12,10.2703,10.2904,10.243,1136,1138.79,1135.2,1482.12,1493.31,1475.61,1482.38
2019.4.1,1275.52,1278.33,1270.2,10.2623,10.2623,10.1729,1137.02,1137.96,1131.42,1482.6,1491.96,1474.36,1485.29
2019.4.2,1270.8,1275.89,1268.3,10.1767,10.2301,10.1593,1133.22,1138.32,1132,1484.69,1496.17,1477.15,1493.94
2019.4.3,1274.77,1277.32,1272.17,10.2216,10.2341,10.1646,1137.4,1138.7,1133.4,1494.38,1498.53,1488.88,1493.4
2019.4.4,1274.23,1279.12,1273.79,10.1732,10.2182,10.167,1134.17,1138.36,1133,1492.57,1500.19,1483.44,1486.09
2019.4.5,1275.75,1279.59,1274.32,10.1798,10.1986,10.1574,1136.83,1139.13,1135.45,1486.8,1492.67,1477.86,1483.27
2019.4.8,1275.28,1290.26,1274.12,10.177,10.2862,10.1658,1137.12,1146.24,1135.62,1482.01,1497.1,1480.31,1492.1
2019.4.9,1288.08,1289.35,1284.04,10.2533,10.2845,10.233,1143.06,1144.81,1139.08,1493.37,1497.67,1486.18,1490.54
2019.4.10,1284.91,1288.83,1278.82,10.2675,10.2988,10.2207,1141.08,1144.81,1137.2,1489.52,1494.35,1486.74,1489.78
2019.4.11,1283.12,1288.05,1282.63,10.2506,10.2828,10.2238,1137.97,1142.74,1137.4,1489.71,1495.74,1488.63,1490.94
2019.4.12,1284.99,1289.57,1280.78,10.2256,10.2427,10.1138,1141.96,1143.81,1132.7,1491,1493.52,1482.51,1484.61
2019.4.15,1282.27,1285.44,1280.23,10.1308,10.1532,10.1058,1134.72,1136.86,1132.2,1483.9,1488.31,1482.44,1486.92
2019.4.16,1283.11,1285.95,1281.63,10.1326,10.1696,10.1277,1135.1,1138.66,1134.25,1487.2,1489.32,1482.28,1484.57
2019.4.17,1283.6,1287.54,1278.56,10.1575,10.1707,10.0956,1137.69,1138.6,1131.8,1484.73,1487.23,1475.3,1477.12
2019.4.18,1278.57,1286.01,1275.88,10.1003,10.1745,10.0962,1131.78,1138.51,1131.53,1476.12,1484.47,1475.15,1478.08
2019.4.19,1277.71,1280.32,1277.26,10.1591,10.1735,10.1489,1137.61,1138.6,1135.92,1478.72,1481.24,1475.68,1477.27
2019.4.22,1278.27,1286.91,1276.69,10.1558,10.2208,10.1442,1135.92,1143.71,1135.49,1477.17,1486.5,1474.96,1481.52
2019.4.23,1284.47,1287.83,1280.76,10.1924,10.2376,10.189,1140.99,1145.65,1139.46,1481.46,1488.17,1478.14,1478.95
2019.4.24,1283.47,1297.35,1282.31,10.2195,10.3643,10.2131,1143.06,1158.35,1142.88,1478.9,1500.48,1477.79,1491.59
2019.4.25,1289.45,1299.17,1289.03,10.305,10.4259,10.305,1156.05,1166.29,1156.05,1491.53,1503.23,1490.87,1496.3
2019.4.26,1291.21,1295.62,1288.53,10.391,10.424,10.3557,1160.01,1163,1157.1,1496.36,1500.99,1492.49,1497.24
2019.4.29,1292.64,1298.89,1290.39,10.3858,10.3994,10.3683,1158.99,1161.88,1157.25,1498.12,1503.14,1494.89,1500.42
2019.4.30,1297.44,1310.31,1296.37,10.3871,10.5023,10.3785,1159.89,1169.78,1159.23,1500.72,1523.14,1498.99,1517.42
2019.5.1,1305.93,1309.23,1302.47,10.4488,10.4726,10.4213,1164.25,1166.59,1160.67,1517.19,1522.94,1515.73,1521.22
2019.5.2,1305.1,1307.6,1301.76,10.4649,10.4884,10.4109,1165.63,1168.34,1161.3,1521.21,1524.24,1516.03,1521.32
2019.5.3,1304.26,1310.13,1302.28,10.4633,10.5236,10.459,1166.81,1172.43,1163.96,1521.12,1537.47,1519.42,1533.83
2019.5.6,1304.8,1314.31,1299.79,10.53,10.6479,10.5063,1164.34,1174.74,1164.33,1527.37,1544.31,1526.32,1531.23
2019.5.7,1308.24,1315.12,1306.6,10.5464,10.6493,10.5244,1168.28,1173.92,1165.74,1530.03,1538.92,1526.18,1532.9
2019.5.8,1312.88,1315.84,1309.12,10.6401,10.6731,10.609,1173.22,1174.11,1167.9,1534.15,1534.91,1520.95,1526.03
2019.5.9,1313.06,1333.14,1311.63,10.6554,10.8322,10.6408,1173.11,1186.36,1171.3,1525.86,1544.28,1523.74,1535.3
2019.5.10,1324.3,1330,1318.17,10.7511,10.79,10.6714,1180.09,1183.98,1173.78,1534.94,1541.9,1526.62,1527.77
2019.5.13,1320.93,1340.57,1319.76,10.7057,10.9207,10.6959,1175.2,1191.1,1175.2,1527.71,1551.42,1526.65,1540.36
2019.5.14,1334.46,1338.06,1329.11,10.8768,10.9063,10.8086,1188.78,1190.7,1185.05,1540.36,1543.68,1530.93,1533.06
2019.5.15,1331.79,1336.26,1328.48,10.8373,10.9197,10.8237,1187.82,1192.45,1186.12,1533.06,1539.21,1523.31,1525.09
2019.5.16,1329.44,1337.92,1328.47,10.8289,10.9078,10.8117,1186.79,1194,1186.61,1525.02,1533.39,1520.23,1525.83
2019.5.17,1332.12,1337.46,1329.64,10.8532,10.9202,10.8172,1192.33,1196.86,1189.64,1525.77,1530.27,1517.4,1519.88
2019.5.20,1332.72,1335.13,1329.48,10.8455,10.8819,10.7988,1194.61,1195.33,1191.05,1519.09,1524.46,1515.12,1520.54
2019.5.21,1335.37,1335.97,1329.78,10.8592,10.8743,10.7722,1195.24,1197.31,1191.9,1521.35,1529.64,1514.35,1515.61
2019.5.22,1331.26,1335.2,1326.03,10.7896,10.8385,10.75,1192.19,1197.01,1187.61,1514.67,1521.68,1502.47,1507.77
2019.5.23,1328.32,1332.66,1323.7,10.7965,10.8814,10.7751,1191.66,1195.15,1188.3,1508.63,1512.33,1500.31,1505.81
2019.5.24,1330.62,1333.27,1326.7,10.8544,10.882,10.8079,1189.8,1192.15,1185.53,1505.76,1511.3,1501.8,1507.53
2019.5.27,1327.9,1331.23,1325.15,10.8493,10.8589,10.8031,1186.2,1187.8,1182.65,1509.54,1512.97,1500.39,1501.89
2019.5.28,1326.39,1332.12,1324.16,10.8173,10.8968,10.8019,1184.54,1190.43,1183.29,1501.84,1508.94,1500.24,1504.42
2019.5.29,1327.1,1336.44,1325.82,10.8694,10.9648,10.8568,1188.94,1197.1,1187.67,1504.54,1515.75,1502.84,1507.76
2019.5.30,1328.89,1330.57,1322.11,10.8959,10.9032,10.8196,1194.03,1194.65,1187.86,1507.7,1509.8,1496,1500.01
2019.5.31,1324.47,1332.43,1323.43,10.8538,10.9861,10.8483,1189.73,1194.28,1188.47,1500.07,1506.61,1495.96,1502.11
2019.6.3,1327.41,1331.42,1318.64,10.9674,11.0107,10.8939,1188.52,1191.52,1178.41,1500.88,1506.26,1490.28,1493.95
2019.6.4,1326.02,1334.94,1324.78,10.9148,10.9795,10.8867,1179.42,1184.96,1177.22,1493.99,1503.32,1491.91,1496.15
2019.6.5,1326,1331.63,1322.79,10.8979,10.9433,10.8348,1178.11,1182.98,1173.9,1496.41,1502.93,1492.16,1498.02
2019.6.6,1325.02,1334.66,1324.01,10.8869,10.9385,10.8575,1180.84,1182.78,1178.3,1498.07,1503.98,1495.27,1496.97
2019.6.7,1329.08,1341.21,1327.57,10.8719,10.9639,10.8577,1178.67,1187.35,1177.75,1497.03,1510.22,1495.53,1505.48
2019.6.10,1338.65,1343.27,1336.78,10.8893,10.946,10.8782,1181.84,1188.51,1180.5,1502.12,1510.62,1498.93,1501.98
2019.6.11,1339.43,1342.77,1333.06,10.9186,10.9496,10.8416,1184.02,1186.6,1178.5,1502.05,1505.8,1494.88,1500.43
2019.6.12,1335.28,1342.06,1334.36,10.8582,10.9267,10.8506,1178.38,1184.76,1177.98,1499.44,1509.01,1498.02,1501.6
2019.6.13,1336.77,1342.23,1332.79,10.9162,10.9822,10.8954,1184.43,1188.08,1181.75,1502.76,1508.61,1498.01,1499.8
2019.6.14,1333.42,1338.71,1327.06,10.9094,10.9643,10.8991,1182.42,1187.86,1181.17,1498.6,1502.93,1490.15,1494.52
2019.6.17,1331.11,1335.54,1329.69,10.9467,10.9467,10.9041,1186.89,1188.77,1185,1495.37,1497.6,1486.61,1487.22
2019.6.18,1331.18,1335.52,1313.78,10.9314,10.9838,10.8126,1186.3,1188.49,1173.99,1487.16,1489.86,1470.36,1475.35
2019.6.19,1314.91,1321.62,1314.62,10.8329,10.8789,10.8153,1174.87,1179.33,1171.55,1475.41,1487.7,1474.37,1482.13
2019.6.20,1316.12,1320.81,1305.77,10.8449,10.9013,10.7442,1172.94,1174.3,1156.47,1482.18,1487.48,1467.63,1472.52
2019.6.21,1309.45,1319.07,1307.95,10.8058,10.8749,10.7523,1159.52,1165.2,1157.01,1472.7,1480.71,1467.32,1477.06
2019.6.24,1316.83,1322.01,1314.86,10.7945,10.8219,10.7521,1159.58,1162,1154.35,1474.7,1480.85,1469.23,1471.28
2019.6.25,1316.32,1319.84,1311.57,10.7713,10.8219,10.7446,1154.67,1157.64,1153,1470.58,1478.58,1464.2,1467.3
2019.6.26,1314.16,1318.49,1309.53,10.7866,10.8107,10.7016,1156.17,1161.05,1152.4,1468.16,1472.2,1461.53,1465.22
2019.6.27,1311.58,1316.32,1310.69,10.7036,10.7464,10.6876,1154.56,1158.53,1152.62,1464.17,1470.7,1462.6,1466.89
2019.6.28,1316.53,1318.51,1312.11,10.7425,10.7738,10.7125,1158.1,1159.43,1154.3,1468.12,1473.62,1462.44,1468.03
2019.7.1,1314.88,1321.38,1305.65,10.6971,10.7576,10.6116,1156.43,1165.52,1149.4,1468.06,1473.93,1459.05,1468.47
2019.7.2,1311.17,1322.22,1309.34,10.7141,10.8332,10.7042,1161.77,1169.23,1160.74,1468.7,1477.41,1466.82,1470.19
2019.7.3,1317.38,1324.93,1316.47,10.82,10.9083,10.8108,1167.47,1173.43,1166.14,1470.25,1478.07,1467.44,1472.01
2019.7.4,1320.34,1323.3,1316.02,10.8581,10.8813,10.8254,1170.72,1172.46,1167.3,1472.07,1475.54,1467.53,1469.65
2019.7.5,1317.95,1321.8,1314.99,10.8311,10.8628,10.7927,1167.77,1175.68,1167.14,1468.77,1474.4,1464.97,1471.54
2019.7.8,1319.37,1328.17,1318.78,10.8404,10.9216,10.8264,1175.48,1183.02,1175,1471.67,1482.35,1470.96,1477.65
2019.7.9,1324.54,1327.68,1321.79,10.8617,10.8908,10.829,1180.92,1185.17,1178.64,1477.82,1479.24,1470.92,1475.12
2019.7.10,1326.16,1327.92,1322.41,10.8688,10.8724,10.8256,1183.22,1183.46,1175.59,1475.07,1476.65,1469.19,1470.77
2019.7.11,1323.64,1327.6,1320.08,10.8484,10.905,10.8222,1176.57,1178.82,1170.63,1470.77,1476.75,1466.98,1471.36
2019.7.12,1322.64,1331.03,1321.22,10.8316,10.9293,10.819,1175.16,1180.77,1174.2,1471.07,1482.41,1469.76,1480.48
2019.7.15,1326.61,1332.68,1326.13,10.9138,10.9657,10.9047,1177.68,1182.82,1177.33,1480.24,1485.97,1476.01,1477.4
2019.7.16,1328.37,1331.16,1320.52,10.9334,10.957,10.8706,1179.83,1182.26,1176.2,1476.9,1479.64,1460.51,1463.57
2019.7.17,1322.44,1327.58,1320.78,10.8974,10.9396,10.8858,1179.7,1183.05,1177.9,1463.36,1471.02,1461.94,1467.81
2019.7.18,1325.26,1331.35,1319.28,10.9383,11.001,10.8994,1180.62,1184.52,1172.76,1467.82,1474.77,1462.18,1471.9
2019.7.19,1322.54,1324.74,1316.14,10.9304,10.9451,10.8794,1172.78,1177.02,1170.39,1471.31,1475.66,1465.62,1470.32
2019.7.22,1319.36,1323.89,1317.87,10.9126,10.9531,10.8868,1176.11,1179.9,1175.2,1471.25,1476.34,1465.51,1468.32
2019.7.23,1319.27,1322,1314.57,10.9095,10.9288,10.8895,1176.87,1181.1,1175.75,1468.14,1472.5,1464.16,1467.55
2019.7.24,1315.69,1316.94,1310.03,10.9022,10.9187,10.8796,1179.9,1181.4,1176.6,1467.56,1475.08,1463.01,1471.12
2019.7.25,1312.76,1322.17,1309.61,10.8925,10.9456,10.8614,1178.41,1185.57,1177.8,1471.02,1477.71,1468.69,1475.93
2019.7.26,1319.98,1323.64,1314.91,10.9003,10.9256,10.8633,1184.16,1187.12,1181.8,1475.52,1478.72,1464.38,1466.38
2019.7.29,1317.62,1320.68,1314.88,10.8949,10.9307,10.8759,1184.11,1186.51,1180.8,1466.88,1468.26,1446.06,1446.38
2019.7.30,1318.51,1319.59,1313.59,10.8742,10.895,10.8445,1182.94,1184.23,1178.63,1445.44,1446.88,1430.69,1435.49
2019.7.31,1318.67,1321.74,1311.64,10.8838,10.9411,10.8651,1182.04,1189.58,1180.33,1436.78,1449.19,1434.91,1444.88
2019.8.1,1316.19,1328.8,1311.08,10.9268,11.1632,10.864,1188.32,1198.32,1186.48,1444.87,1457.02,1435.94,1451.57
2019.8.2,1325.19,1341.08,1320.71,11.1368,11.3316,11.1044,1195.48,1207.09,1190.9,1450.42,1468.37,1442.28,1464.27
2019.8.5,1338.32,1368.91,1336.07,11.3115,11.529,11.2827,1205.82,1221.29,1203,1463.86,1484.62,1461.53,1479.3
2019.8.6,1364.89,1373.27,1353.77,11.4996,11.5598,11.3052,1218.33,1221.13,1209.7,1479.42,1485.75,1468.82,1476.5
2019.8.7,1358.09,1370.92,1355.96,11.3872,11.5534,11.3863,1212.58,1219.8,1211.14,1475.46,1483.82,1471.32,1472.84
2019.8.8,1359.41,1363.45,1349.96,11.4221,11.4726,11.3576,1213.87,1216.6,1206.31,1473.82,1477.62,1461.79,1465.7
2019.8.9,1350.76,1366.02,1350.21,11.389,11.5645,11.3858,1208.08,1217.48,1207.15,1464.9,1471.12,1459.87,1461.11
2019.8.12,1360.39,1370.23,1359.17,11.502,11.6187,11.4868,1214.72,1221.14,1214.15,1462.99,1476.6,1459.23,1472.11
2019.8.13,1367.08,1375.42,1347.22,11.577,11.6503,11.2937,1219.14,1224.96,1206.01,1472.05,1481.07,1453.22,1455.14
2019.8.14,1347.82,1360.22,1347.69,11.3041,11.5331,11.3029,1206.64,1219.4,1206.2,1455.2,1471.82,1454.24,1467.65
2019.8.15,1355.52,1360.6,1345.88,11.4901,11.5349,11.375,1216.86,1219.76,1212.7,1467.6,1477.87,1464.3,1466.37
2019.8.16,1347.64,1350.98,1335.67,11.433,11.4708,11.3357,1213.33,1216.3,1205.5,1466.38,1473.11,1464.13,1468.36
2019.8.19,1340.43,1346.27,1339.95,11.3658,11.415,11.3318,1208.49,1214.31,1208.49,1468.16,1475.61,1463.13,1470.55